mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:trill	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb	Ottava:8va
77	76	457/2	457/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	697									134							
77	76	226	226	0.0	0	0	StaffText	3/4	2	1	0								tenuto													
77	76	226	226	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	698																
77	76	453/2	453/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8			1/8	1	699									135							
77	76	227	227	0.5	1/4	1/4	Chord	3/4	2	2	1/8			1/8	1	700									135							
77	76	455/2	455/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8			1/8	1	701									135							
77	76	228	228	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	702																
78	77	229	229	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>a tempo, semplice, equalemente, mobile, ma tranquillo"													
78	77	229	229	0.0	0	0	Dynamic	3/4	1	1	0						pp															
78	77	229	229	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	703									136							
78	77	229	229	1.5	0	0	Chord	3/4	1	2	3/8			1/4	3/2	704																
78	77	461/2	461/2	0.0	3/8	3/8	StaffText	3/4	1	2	0								una corda													
78	77	461/2	461/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	705																
78	77	231	231	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	706																
78	77	229	229	0.0	0	0	Spanner	3/4	2	1	0																		5	5		
78	77	229	229	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	707									137				5	5		
78	77	230	230	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	708									137				5	5		
78	77	231	231	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	709									137				5	5		
79	78	232	232	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	710									136							
79	78	232	232	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	711									136							
79	78	232	232	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	712									136							
79	78	234	234	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	713																
79	78	232	232	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	714									137				5	5		
79	78	233	233	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	715									137				5	5		
79	78	234	234	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	716													5	5		
80	79	235	235	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	717									138							
80	79	473/2	473/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	718									138							
80	79	237	237	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	719									138							
80	79	235	235	0.0	0	0	Chord	3/4	1	2	0	acciaccatura		1/8	1	720																
80	79	235	235	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	721																
80	79	235	235	0.0	0	0	Spanner	3/4	2	1	0																					
80	79	235	235	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	722									139							
80	79	236	236	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	723									139							
80	79	237	237	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	724									139							
81	80	238	238	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	725									138							
81	80	238	238	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	726									138							
81	80	238	238	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	727									138							
81	80	239	239	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	728									138							
81	80	240	240	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	729									138							
81	80	238	238	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	730																
81	80	238	238	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	731									139							
81	80	239	239	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	732									139							
81	80	240	240	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	733									139							
82	81	241	241	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	734									138							
82	81	243	243	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	735																
82	81	241	241	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	736									139							
82	81	242	242	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	737									139							
82	81	243	243	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	738																
83	82	244	244	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	739									140							
83	82	491/2	491/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	740									140							
83	82	246	246	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	741									140							
83	82	244	244	0.0	0	0	Chord	3/4	1	2	0	acciaccatura		1/8	1	742																
83	82	244	244	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	743																
83	82	244	244	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	744									141							
83	82	245	245	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	745									141							
83	82	246	246	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	746									141							
84	83	247	247	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	747									140							
84	83	247	247	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	748									140							
84	83	247	247	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	749									140							
84	83	248	248	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	750									140							
84	83	249	249	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	751									140							
84	83	247	247	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	752																
84	83	247	247	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	753									141							
84	83	248	248	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	754									141							
84	83	249	249	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	755									141							
85	84	250	250	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	756									140							
85	84	251	251	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	757									140							
85	84	252	252	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	758									140							
85	84	251	251	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	759																
85	84	250	250	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	760									141							
85	84	251	251	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	761									141							
85	84	252	252	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	762									141							
86	85	253	253	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	763									140							
86	85	254	254	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	764									140							
86	85	255	255	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	765									140							
86	85	253	253	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	766																
86	85	255	255	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	767																
86	85	253	253	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	768									141							
86	85	254	254	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	769									141							
86	85	255	255	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	770									141							
87	86	256	256	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	771									140							
87	86	513/2	513/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	772									140							
87	86	257	257	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	773									140							
87	86	258	258	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	774																
87	86	256	256	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	775																
87	86	258	258	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	776																
87	86	256	256	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	777									141							
87	86	257	257	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	778									141							
87	86	258	258	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	779																
88	87	519/2	519/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p															
88	87	519/2	519/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	780									142							
88	87	260	260	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	781									142							
88	87	521/2	521/2	0.0	3/8	3/8	Spanner	3/4	1	1	0														142		22					
88	87	521/2	521/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	782									142		22					
88	87	261	261	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	783									142		22					
88	87	523/2	523/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	784									142		22					
88	87	259	259	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>marcato"													
88	87	259	259	0.0	0	0	Spanner	3/4	2	1	0																		6	6		
88	87	259	259	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	785		articTenutoAbove											6	6		
88	87	521/2	521/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	786		articTenutoAbove											6	6		
88	87	261	261	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	787		articTenutoAbove							143				6	6		
89	88	262	262	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>ritenuto"						142		22					
89	88	262	262	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	788									142		22					
89	88	525/2	525/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	789									142		22					
89	88	263	263	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	790									142		22					
89	88	527/2	527/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	791									142		22					
89	88	264	264	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	792									142		22					
89	88	529/2	529/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	793									142		22					
89	88	262	262	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	794													6	6		
89	88	262	262	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	795		articTenutoBelow											6	6		
90	89	265	265	0.0	0	0	Dynamic	3/4	1	1	0						p								142		22					
90	89	265	265	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>perdendo"						142		22					
90	89	265	265	0.0	0	0	Spanner	3/4	1	1	0														142	0	22					
90	89	265	265	0.0	0	0	Chord	3/4	1	1	0	grace16after		1/16	1	796									142	0	22					
90	89	265	265	0.0	0	0	Chord	3/4	1	1	0	grace16after		1/16	1	797									142	0	22					
90	89	265	265	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	798									142	0	22					
90	89	265	265	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	799													6	6		
90	89	265	265	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	800		articTenutoBelow											6	6		
91	90	268	268	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>a tempo"													
91	90	268	268	0.0	0	0	Dynamic	3/4	1	1	0						pp															
91	90	268	268	0.0	0	0	Spanner	3/4	1	1	0																					
91	90	268	268	0.0	0	0	Spanner	3/4	1	1	0																					
91	90	268	268	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	801									144							
91	90	539/2	539/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	802									144							
91	90	270	270	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	803									144							
91	90	268	268	0.0	0	0	Spanner	3/4	2	1	0																					
91	90	268	268	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	804									145							
91	90	269	269	0.0	1/4	1/4	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>sempre una corda"						145							
91	90	269	269	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	805									145							
91	90	270	270	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	806									145							
92	91	271	271	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>dolcissimo,<font size=""10.2313""/><font face=""Plantin MT Std""/>ma sempre <font size=""10.2313""/><font face=""Plantin MT Std""/>semplice"						144							
92	91	271	271	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	807									144							
92	91	271	271	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	808									144							
92	91	271	271	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	809									144							
92	91	273	273	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	810																
92	91	271	271	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	811									145							
92	91	272	272	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	812									145							
92	91	273	273	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	813																
93	92	274	274	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	814									146							
93	92	551/2	551/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	815									146							
93	92	276	276	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	816									146							
93	92	274	274	0.0	0	0	Chord	3/4	1	2	0	acciaccatura		1/8	1	817																
93	92	274	274	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	818																
93	92	274	274	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	819									147							
93	92	275	275	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	820									147							
93	92	276	276	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	821									147							
94	93	277	277	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	822									146							
94	93	277	277	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	823									146							
94	93	277	277	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	824									146							
94	93	278	278	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	825									146							
94	93	279	279	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	826									146							
94	93	277	277	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	827																
94	93	277	277	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	828									147							
94	93	278	278	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	829									147							
94	93	279	279	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	830									147							
95	94	280	280	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	831									146							
95	94	282	282	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	832																
95	94	280	280	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	833									147							
95	94	281	281	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	834									147							
95	94	282	282	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	835																
96	95	283	283	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	836									148							
96	95	569/2	569/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	837									148							
96	95	285	285	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	838									148							
96	95	283	283	0.0	0	0	Chord	3/4	1	2	0	acciaccatura		1/8	1	839																
96	95	283	283	3.0	0	0	Chord	3/4	1	2	3/4			1/2	3/2	840																
96	95	283	283	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	841									149							
96	95	284	284	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	842									149							
96	95	285	285	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	843									149							
97	96	286	286	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	844									148							
97	96	286	286	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	845									148							
97	96	286	286	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	846									148							
97	96	288	288	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	847																
97	96	286	286	1.0	0	0	Chord	3/4	1	2	1/4			1/4	1	848																
97	96	286	286	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>pochissimo crescendoe mobile"						149							
97	96	286	286	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	849									149							
97	96	287	287	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	850									149							
97	96	288	288	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	851																
98	97	289	289	0.0	0	0	Chord	3/4	1	1	0	acciaccatura		1/8	1	852																
98	97	289	289	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	853									150							
98	97	581/2	581/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	854									150							
98	97	291	291	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	855									150							
98	97	289	289	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	856									151							
98	97	290	290	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	857									151							
98	97	291	291	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	858									151							
99	98	292	292	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	859									150							
99	98	292	292	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	860									150							
99	98	292	292	2.0	0	0	Chord	3/4	1	1	1/2			1/2	1	861									150							
99	98	294	294	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	862																
99	98	292	292	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	863									151							
99	98	293	293	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	864									151							
99	98	294	294	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	865																
100	99	295	295	0.0	0	0	Chord	3/4	1	1	0	acciaccatura		1/8	1	866																
100	99	295	295	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	867									152							
100	99	593/2	593/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	868									152							
100	99	297	297	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	869									152							
100	99	295	295	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	870									153							
100	99	296	296	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	871									153							
100	99	297	297	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	872									153							
101	100	298	298	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	873									152							
101	100	298	298	0.0	0	0	Chord	3/4	1	1	0	grace16		1/16	1	874									152							
101	100	298	298	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	875									152							
101	100	299	299	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	876									152							
101	100	300	300	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	877									152							
101	100	298	298	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>diminuendo"						153							
101	100	298	298	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	878									153							
101	100	299	299	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	879									153							
101	100	300	300	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	880									153							
102	101	301	301	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	881									152							
102	101	302	302	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	882									152							
102	101	303	303	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	883									152							
102	101	302	302	2.0	1/4	1/4	Chord	3/4	1	2	1/2			1/2	1	884																
102	101	301	301	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	885									153							
102	101	302	302	2.0	1/4	1/4	Chord	3/4	2	1	1/2			1/2	1	886									153							
102	101	302	302	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	887																
102	101	303	303	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	888																
103	102	304	304	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	889									152							
103	102	305	305	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	890									152							
103	102	306	306	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	891									152							
103	102	304	304	2.0	0	0	Chord	3/4	1	2	1/2			1/2	1	892																
103	102	306	306	1.0	1/2	1/2	Chord	3/4	1	2	1/4			1/4	1	893																
103	102	304	304	2.0	0	0	Chord	3/4	2	1	1/2			1/2	1	894									153							
103	102	306	306	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	895									153							
103	102	304	304	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	896																
103	102	305	305	1.0	1/4	1/4	Chord	3/4	2	2	1/4			1/4	1	897																
103	102	306	306	1.0	1/2	1/2	Chord	3/4	2	2	1/4			1/4	1	898																
103	102	305	305	2.0	1/4	1/4	Chord	3/4	2	3	1/2			1/2	1	899																
104	103	307	307	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	900									152							
104	103	615/2	615/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	901									152							
104	103	308	308	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	902									152							
104	103	309	309	1.0	1/2	1/2	Chord	3/4	1	1	1/4			1/4	1	903																
104	103	307	307	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	904									153							
104	103	308	308	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	905									153							
104	103	309	309	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	906																
104	103	307	307	1.0	0	0	Chord	3/4	2	2	1/4			1/4	1	907																
104	103	307	307	3.0	0	0	Chord	3/4	2	3	3/4			1/2	3/2	908																
105	104	310	310	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>ritenuto"													
105	104	621/2	621/2	0.0	1/8	1/8	Dynamic	3/4	1	1	0						p															
105	104	621/2	621/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	909									154							
105	104	311	311	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	910									154							
105	104	623/2	623/2	0.0	3/8	3/8	Spanner	3/4	1	1	0														154		23					
105	104	623/2	623/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	911									154		23					
105	104	312	312	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	912									154		23					
105	104	625/2	625/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	913									154		23					
105	104	310	310	0.0	0	0	StaffText	3/4	2	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>marcato"													
105	104	310	310	0.0	0	0	Spanner	3/4	2	1	0																		7	7		
105	104	310	310	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	914		articTenutoAbove											7	7		
105	104	623/2	623/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	915		articTenutoAbove											7	7		
105	104	312	312	1.0	1/2	1/2	Chord	3/4	2	1	1/4			1/4	1	916		articTenutoAbove											7	7		
106	105	313	313	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	917									154		23					
106	105	627/2	627/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	918									154		23					
106	105	314	314	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	919									154		23					
106	105	629/2	629/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	920									154		23					
106	105	315	315	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	921									154		23					
106	105	631/2	631/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	922									154		23					
106	105	313	313	3.0	0	0	Chord	3/4	2	1	3/4			1/2	3/2	923													7	7		
106	105	313	313	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	924		articTenutoBelow											7	7		
107	106	316	316	0.0	0	0	Dynamic	3/4	1	1	0						p								154		23					
107	106	316	316	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>perdendo"						154		23					
107	106	316	316	0.0	0	0	StaffText	3/4	1	1	0								♭						154		23					
107	106	316	316	0.0	0	0	Spanner	3/4	1	1	0														154	1	23					
107	106	316	316	0.0	0	0	Chord	3/4	1	1	0	grace16after		1/16	1	925									154	1	23					
107	106	316	316	0.0	0	0	Chord	3/4	1	1	0	grace16after		1/16	1	926									154	1	23					
107	106	316	316	3.0	0	0	Chord	3/4	1	1	3/4			1/2	3/2	927									154	1	23					
107	106	316	316	0.0	0	0	Spanner	3/4	2	1	0															2			7	7		
107	106	316	316	1.0	0	0	Chord	3/4	2	1	1/4			1/4	1	928										2			7	7		
107	106	316	316	3.0	0	0	Chord	3/4	2	2	3/4			1/2	3/2	929		articTenutoBelow											7	7		
108	107	319	319	0.0	0	0	Dynamic	3/4	1	1	0						p															
108	107	319	319	0.0	0	0	StaffText	3/4	1	1	0								"<font size=""10.2313""/><font face=""Plantin MT Std""/>danzando, a tempo"													
108	107	319	319	0.0	0	0	Spanner	3/4	1	1	0																					1
108	107	319	319	0.0	0	0	Spanner	3/4	1	1	0																					1
108	107	319	319	0.0	0	0	Spanner	3/4	1	1	0																					1
108	107	319	319	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	930		articStaccatoAbove														1
108	107	320	320	1.5	1/4	1/4	Chord	3/4	1	1	3/8			1/4	3/2	931		articTenutoAbove														1
108	107	643/2	643/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	932		articTenutoAbove														1
108	107	319	319	0.0	0	0	Chord	3/4	1	2	0	acciaccatura		1/8	1	933																1
108	107	319	319	0.5	0	0	Chord	3/4	1	2	1/8			1/8	1	934		articStaccatoBelow														1
108	107	639/2	639/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8			1/8	1	935		articStaccatoBelow														1
108	107	320	320	0.5	1/4	1/4	Chord	3/4	1	2	1/8			1/8	1	936		articStaccatoBelow														1
108	107	641/2	641/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8			1/8	1	937		articStaccatoBelow														1
108	107	321	321	0.5	1/2	1/2	Chord	3/4	1	2	1/8			1/8	1	938		articStaccatoBelow														1
108	107	643/2	643/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8			1/8	1	939		articStaccatoBelow														1
108	107	319	319	0.0	0	0	Spanner	3/4	2	1	0																					
108	107	319	319	0.0	0	0	Spanner	3/4	2	1	0																					
108	107	319	319	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	940		articStaccatoAbove														
108	107	639/2	639/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	941		articStaccatoAbove														
108	107	320	320	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	942		articStaccatoAbove														
108	107	641/2	641/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	943		articStaccatoAbove														
108	107	321	321	0.0	1/2	1/2	Spanner	3/4	2	1	0																	12				
108	107	321	321	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	944									155			12				
108	107	643/2	643/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	945									155			12				
