mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>	Ottava:8vb
198	198	646	646	0.0	0	0	Spanner	2/2	1	1	0																			
198	198	646	646	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1785		articAccentStaccatoBelow												
198	198	647	647	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1786		articStaccatoAbove												
198	198	1295/2	1295/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1787		articStaccatoAbove												
198	198	648	648	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1788		articStaccatoAbove												
198	198	1297/2	1297/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1789		articStaccatoAbove												
198	198	649	649	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1790		articAccentAbove							335					
198	198	649	649	0.5	3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	1791														
198	198	1299/2	1299/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	1792														
198	198	646	646	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1793		articStaccatoBelow												
198	198	1293/2	1293/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1794		articStaccatoBelow												
198	198	649	649	0.0	3/4	3/4	StaffText	2/2	2	1	0								"<font size=""11.9365""/><font face=""Plantin MT Std""/>sempre           e legato"											
198	198	649	649	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12			1/8	2/3	1795									336					
198	198	1948/3	1948/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12			1/8	2/3	1796									336					
198	198	1949/3	1949/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12			1/8	2/3	1797														
199	199	650	650	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1798									335					
199	199	1301/2	1301/2	0.0	1/8	1/8	Spanner	2/2	1	1	0														335	50				
199	199	1303/2	1303/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1799									335	50				
199	199	652	652	0.0	1/2	1/2	Spanner	2/2	1	1	0																			
199	199	652	652	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1800														
199	199	653	653	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1801		articAccentAbove							337					
199	199	650	650	0.5	0	0	Chord	2/2	1	2	1/8			1/8	1	1802														
199	199	1301/2	1301/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	1803														
199	199	651	651	0.5	1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	1804														
199	199	1303/2	1303/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	1805														
199	199	652	652	0.5	1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	1806														
199	199	1305/2	1305/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	1807														
199	199	653	653	0.5	3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	1808														
199	199	1307/2	1307/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	1809														
199	199	650	650	0.0	0	0	Dynamic	2/2	2	1	0						f													
199	199	650	650	0.3333333333333333	0	0	Chord	2/2	2	1	1/12			1/8	2/3	1810									338					
199	199	1951/3	1951/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12			1/8	2/3	1811									338					
199	199	1952/3	1952/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12			1/8	2/3	1812														
199	199	651	651	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12			1/8	2/3	1813									339					
199	199	1954/3	1954/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12			1/8	2/3	1814									339					
199	199	1955/3	1955/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12			1/8	2/3	1815														
199	199	652	652	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12			1/8	2/3	1816									340					
199	199	1957/3	1957/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12			1/8	2/3	1817									340					
199	199	1958/3	1958/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12			1/8	2/3	1818														
199	199	653	653	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12			1/8	2/3	1819									341					
199	199	1960/3	1960/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12			1/8	2/3	1820									341					
199	199	1961/3	1961/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12			1/8	2/3	1821														
200	200	654	654	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1822		articAccentAbove							337					
200	200	655	655	0.0	1/4	1/4	Spanner	2/2	1	1	0														337	51				
200	200	1311/2	1311/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1823									337	51				
200	200	656	656	0.0	1/2	1/2	Spanner	2/2	1	1	0																			
200	200	656	656	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1824														
200	200	657	657	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1825									342					
200	200	654	654	0.5	0	0	Chord	2/2	1	2	1/8			1/8	1	1826														
200	200	1309/2	1309/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	1827														
200	200	655	655	0.5	1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	1828														
200	200	1311/2	1311/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	1829														
200	200	656	656	0.5	1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	1830														
200	200	1313/2	1313/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	1831														
200	200	657	657	0.5	3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	1832														
200	200	1315/2	1315/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	1833														
200	200	654	654	0.3333333333333333	0	0	Chord	2/2	2	1	1/12			1/8	2/3	1834									343					
200	200	1963/3	1963/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12			1/8	2/3	1835									343					
200	200	1964/3	1964/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12			1/8	2/3	1836														
200	200	655	655	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12			1/8	2/3	1837									344					
200	200	1966/3	1966/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12			1/8	2/3	1838									344					
200	200	1967/3	1967/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12			1/8	2/3	1839														
200	200	656	656	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12			1/8	2/3	1840									345					
200	200	1969/3	1969/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12			1/8	2/3	1841									345					
200	200	1970/3	1970/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12			1/8	2/3	1842														
200	200	657	657	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12			1/8	2/3	1843									346					
200	200	1972/3	1972/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12			1/8	2/3	1844									346					
200	200	1973/3	1973/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12			1/8	2/3	1845														
201	201	658	658	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1846									342					
201	201	1317/2	1317/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1847									342					
201	201	659	659	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1848									342					
201	201	1319/2	1319/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1849									342					
201	201	660	660	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1850														
201	201	661	661	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1851		articAccentAbove							347					
201	201	658	658	0.5	0	0	Chord	2/2	1	2	1/8			1/8	1	1852														
201	201	1317/2	1317/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	1853														
201	201	659	659	0.5	1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	1854														
201	201	1319/2	1319/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	1855														
201	201	660	660	0.5	1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	1856														
201	201	1321/2	1321/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	1857														
201	201	661	661	0.5	3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	1858														
201	201	1323/2	1323/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	1859														
201	201	658	658	0.3333333333333333	0	0	Chord	2/2	2	1	1/12			1/8	2/3	1860									348					
201	201	1975/3	1975/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12			1/8	2/3	1861									348					
201	201	1976/3	1976/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12			1/8	2/3	1862														
201	201	659	659	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12			1/8	2/3	1863									349					
201	201	1978/3	1978/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12			1/8	2/3	1864									349					
201	201	1979/3	1979/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12			1/8	2/3	1865														
201	201	660	660	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12			1/8	2/3	1866									350					
201	201	1981/3	1981/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12			1/8	2/3	1867									350					
201	201	1982/3	1982/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12			1/8	2/3	1868														
201	201	661	661	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12			1/8	2/3	1869									351					
201	201	1984/3	1984/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12			1/8	2/3	1870									351					
201	201	1985/3	1985/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12			1/8	2/3	1871														
202	202	662	662	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	1872		articAccentAbove												
202	202	665	665	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1873		articAccentAbove							352					
202	202	662	662	0.5	0	0	Chord	2/2	1	2	1/8			1/8	1	1874														
202	202	1325/2	1325/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	1875														
202	202	663	663	0.5	1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	1876														
202	202	1327/2	1327/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	1877														
202	202	664	664	0.5	1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	1878														
202	202	1329/2	1329/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	1879														
202	202	665	665	0.5	3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	1880														
202	202	1331/2	1331/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	1881														
202	202	662	662	0.3333333333333333	0	0	Chord	2/2	2	1	1/12			1/8	2/3	1882									353					
202	202	1987/3	1987/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12			1/8	2/3	1883									353					
202	202	1988/3	1988/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12			1/8	2/3	1884														
202	202	663	663	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12			1/8	2/3	1885									354					
202	202	1990/3	1990/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12			1/8	2/3	1886									354					
202	202	1991/3	1991/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12			1/8	2/3	1887														
202	202	664	664	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12			1/8	2/3	1888									355					
202	202	1993/3	1993/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12			1/8	2/3	1889									355					
202	202	1994/3	1994/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12			1/8	2/3	1890														
202	202	665	665	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12			1/8	2/3	1891									356					
202	202	1996/3	1996/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12			1/8	2/3	1892									356					
202	202	1997/3	1997/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12			1/8	2/3	1893														
203	203	666	666	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1894		articAccentAbove							352					
203	203	1333/2	1333/2	0.0	1/8	1/8	Spanner	2/2	1	1	0														352	52				
203	203	1335/2	1335/2	0.0	3/8	3/8	Spanner	2/2	1	1	0														352					
203	203	1335/2	1335/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1895									352					
203	203	668	668	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1896														
203	203	669	669	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1897									357					
203	203	1339/2	1339/2	0.0	7/8	7/8	Spanner	2/2	1	1	0														357	53				
203	203	666	666	0.5	0	0	Chord	2/2	1	2	1/8			1/8	1	1898										53				
203	203	1333/2	1333/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	1899										53				
203	203	667	667	0.5	1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	1900										53				
203	203	1335/2	1335/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	1901										53				
203	203	668	668	0.5	1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	1902										53				
203	203	1337/2	1337/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	1903										53				
203	203	669	669	0.5	3/4	3/4	Chord	2/2	1	2	1/8			1/8	1	1904										53				
203	203	1339/2	1339/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8			1/8	1	1905										53				
203	203	666	666	0.3333333333333333	0	0	Chord	2/2	2	1	1/12			1/8	2/3	1906									358					
203	203	1999/3	1999/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12			1/8	2/3	1907									358					
203	203	2000/3	2000/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12			1/8	2/3	1908														
203	203	667	667	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12			1/8	2/3	1909									359					
203	203	2002/3	2002/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12			1/8	2/3	1910									359					
203	203	2003/3	2003/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12			1/8	2/3	1911														
203	203	668	668	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12			1/8	2/3	1912									360					
203	203	2005/3	2005/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12			1/8	2/3	1913									360					
203	203	2006/3	2006/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12			1/8	2/3	1914														
203	203	669	669	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12			1/8	2/3	1915									361					
203	203	2008/3	2008/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12			1/8	2/3	1916									361					
203	203	2009/3	2009/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12			1/8	2/3	1917														
204	204	670	670	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1918									357	53				
204	204	1341/2	1341/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1919									357	53				
204	204	671	671	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1920										53				
204	204	1343/2	1343/2	0.0	3/8	3/8	Spanner	2/2	1	1	0																			
204	204	672	672	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	1921									362					
204	204	1345/2	1345/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	1922									362					
204	204	673	673	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1923									362					
204	204	670	670	0.5	0	0	Chord	2/2	1	2	1/8			1/8	1	1924														
204	204	1341/2	1341/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	1925														
204	204	671	671	0.5	1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	1926														
204	204	1343/2	1343/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	1927														
204	204	672	672	0.5	1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	1928														
204	204	1345/2	1345/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	1929														
204	204	673	673	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	1930														
204	204	670	670	0.3333333333333333	0	0	Chord	2/2	2	1	1/12			1/8	2/3	1931									363					
204	204	2011/3	2011/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12			1/8	2/3	1932									363					
204	204	2012/3	2012/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12			1/8	2/3	1933														
204	204	671	671	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12			1/8	2/3	1934									364					
204	204	2014/3	2014/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12			1/8	2/3	1935									364					
204	204	2015/3	2015/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12			1/8	2/3	1936														
204	204	672	672	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12			1/8	2/3	1937									365					
204	204	2017/3	2017/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12			1/8	2/3	1938									365					
204	204	2018/3	2018/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12			1/8	2/3	1939														
204	204	673	673	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12			1/8	2/3	1940									366					
204	204	2020/3	2020/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12			1/8	2/3	1941									366					
204	204	2021/3	2021/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12			1/8	2/3	1942														
205	205	674	674	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	1943									362					
205	205	1349/2	1349/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	1944									362					
205	205	675	675	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	1945									362					
205	205	1351/2	1351/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1946														
205	205	676	676	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1947		articAccentBelow												
205	205	677	677	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1948		articAccentBelow												
205	205	674	674	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	1949														
205	205	674	674	0.3333333333333333	0	0	Chord	2/2	2	1	1/12			1/8	2/3	1950									367					
205	205	2023/3	2023/3	0.3333333333333333	1/12	1/12	Chord	2/2	2	1	1/12			1/8	2/3	1951									367					
205	205	2024/3	2024/3	0.3333333333333333	1/6	1/6	Chord	2/2	2	1	1/12			1/8	2/3	1952														
205	205	675	675	0.3333333333333333	1/4	1/4	Chord	2/2	2	1	1/12			1/8	2/3	1953									368					
205	205	2026/3	2026/3	0.3333333333333333	1/3	1/3	Chord	2/2	2	1	1/12			1/8	2/3	1954									368					
205	205	2027/3	2027/3	0.3333333333333333	5/12	5/12	Chord	2/2	2	1	1/12			1/8	2/3	1955														
205	205	676	676	0.3333333333333333	1/2	1/2	Chord	2/2	2	1	1/12			1/8	2/3	1956									369					
205	205	2029/3	2029/3	0.3333333333333333	7/12	7/12	Chord	2/2	2	1	1/12			1/8	2/3	1957									369					
205	205	2030/3	2030/3	0.3333333333333333	2/3	2/3	Chord	2/2	2	1	1/12			1/8	2/3	1958														
205	205	677	677	0.3333333333333333	3/4	3/4	Chord	2/2	2	1	1/12			1/8	2/3	1959									370					
205	205	2032/3	2032/3	0.3333333333333333	5/6	5/6	Chord	2/2	2	1	1/12			1/8	2/3	1960									370					
205	205	2033/3	2033/3	0.3333333333333333	11/12	11/12	Chord	2/2	2	1	1/12			1/8	2/3	1961														
206	206	678	678	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	1962		articAccentBelow							371					
206	206	681	681	0.0	3/4	3/4	StaffText	2/2	1	1	0								"<font size=""9.8903""/><font face=""Plantin MT Std""/>portamente"											
206	206	681	681	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1963		articAccentAbove												
206	206	1357/2	1357/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1964									372					
206	206	679	679	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1965														
206	206	1359/2	1359/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1966									373					
206	206	680	680	0.0	1/2	1/2	Dynamic	2/2	2	1	0						ff													
206	206	680	680	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	1967														
206	206	680	680	0.5	1/2	1/2	Chord	2/2	2	2	1/8			1/8	1	1968														
206	206	1361/2	1361/2	0.5	5/8	5/8	Chord	2/2	2	2	1/8			1/8	1	1969									374					
206	206	681	681	0.5	3/4	3/4	Chord	2/2	2	2	1/8			1/8	1	1970									374					
206	206	1363/2	1363/2	0.5	7/8	7/8	Chord	2/2	2	2	1/8			1/8	1	1971														
207	207	682	682	0.0	0	0	Spanner	2/2	1	1	0															54				
207	207	682	682	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1972		articAccentAbove								54				
207	207	683	683	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1973		articAccentAbove								54				
207	207	684	684	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1974		articAccentAbove								54				
207	207	685	685	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1975		articAccentAbove								54				
207	207	682	682	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1976		articStaccatoAbove												
207	207	1365/2	1365/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1977		articStaccatoAbove												
207	207	683	683	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1978		articStaccatoAbove												
207	207	1367/2	1367/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1979		articStaccatoAbove												
207	207	684	684	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1980		articStaccatoAbove												
207	207	1369/2	1369/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1981		articStaccatoAbove												
207	207	685	685	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1982		articStaccatoAbove												
207	207	1371/2	1371/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1983		articStaccatoAbove												
208	208	686	686	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	1984		articAccentAbove								54				
208	208	687	687	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	1985		articAccentAbove								54				
208	208	688	688	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1986		articAccentAbove								54				
208	208	689	689	0.0	3/4	3/4	Spanner	2/2	1	1	0																			
208	208	689	689	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1987		articAccentAbove							375					
208	208	686	686	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	1988		articStaccatoAbove												
208	208	1373/2	1373/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	1989		articStaccatoAbove												
208	208	687	687	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	1990		articStaccatoAbove												
208	208	1375/2	1375/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	1991		articStaccatoAbove												
208	208	688	688	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	1992		articStaccatoAbove												
208	208	1377/2	1377/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	1993		articStaccatoAbove												
208	208	689	689	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	1994		articStaccatoAbove												
208	208	1379/2	1379/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	1995		articStaccatoAbove												
209	209	690	690	0.0	0	0	Dynamic	2/2	1	1	0						f								375					
209	209	690	690	0.0	0	0	Spanner	2/2	1	1	0														375	55				
209	209	690	690	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	1996									375	55				
209	209	1383/2	1383/2	0.0	3/8	3/8	Spanner	2/2	1	1	0														375					
209	209	1383/2	1383/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	1997									375					
209	209	692	692	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	1998														
209	209	693	693	0.0	3/4	3/4	Spanner	2/2	1	1	0															56				
209	209	693	693	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	1999									376	56				
209	209	690	690	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	2000										56				
209	209	691	691	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2001										56				
209	209	692	692	1.0	1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	2002										56				
209	209	693	693	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2003										56				
209	209	690	690	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2004		articStaccatoAbove												
209	209	1381/2	1381/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2005		articStaccatoAbove												
209	209	691	691	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2006		articStaccatoAbove												
209	209	1383/2	1383/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	2007		articStaccatoAbove												
209	209	692	692	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	2008		articStaccatoAbove												
209	209	1385/2	1385/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	2009		articStaccatoAbove												
209	209	693	693	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	2010		articStaccatoAbove												
209	209	1387/2	1387/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	2011		articStaccatoAbove												
210	210	694	694	0.5	0	0	Chord	2/2	1	1	1/8			1/8	1	2012									376	56				
210	210	1389/2	1389/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8			1/8	1	2013									376	56				
210	210	695	695	0.0	1/4	1/4	Spanner	2/2	1	1	0																			
210	210	695	695	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	2014														
210	210	696	696	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	2015									377					
210	210	1395/2	1395/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	2016									377					
210	210	694	694	1.0	0	0	Chord	2/2	1	2	1/4			1/4	1	2017														
210	210	695	695	1.0	1/4	1/4	Chord	2/2	1	2	1/4			1/4	1	2018														
210	210	696	696	1.0	1/2	1/2	Chord	2/2	1	2	1/4			1/4	1	2019														
210	210	697	697	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	2020														
210	210	694	694	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	2021		articStaccatoAbove												
210	210	1389/2	1389/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	2022		articStaccatoAbove												
210	210	695	695	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	2023		articStaccatoAbove												
